title,body,rating,product
Better than expected,A lot of people say they are just like the wired buds that come with the phone but they have a much higher sound quality all around and feel much better. I have always been against wireless options when wired is available but these turned me into a believer from day one,5.0,Apple Airpods-Latest Model
Mother likes it and use it everyday,Prefect gift to your family.,5.0,Apple Airpods-Latest Model
These Airpods sounds slightly worse than..,"...my $25 Sennheiser CX 300.  Yeah, that's the 10+ years old model.  The only good thing about these Airpods are the fact that they are wireless.  And I guess the Airpods fits well on my ears, so that's a +1 star. But seriously, what a waste of ~$150; if you are after good earphone sound at lowest money can buy, then don't ever buy Airpods.",2.0,Apple Airpods-Latest Model
Not working,Left AirPod doesn't work. Won't work.,1.0,Apple Airpods-Latest Model
Nice,Me encanto,5.0,Apple Airpods-Latest Model
Not a Fan,"I own a lot of Apple products but this is the one that I really didn’t like. Not worth the money. Doesn’t stay in ears, uncomfortable, and not good sound quality",1.0,Apple Airpods-Latest Model
my husband loves it,"I buy it for my husband as a secret present,apple  products never let me down",5.0,Apple Airpods-Latest Model
Good stuff,Yep they good,5.0,Apple Airpods-Latest Model
Trusted products,Works great,5.0,Apple Airpods-Latest Model
Auriculares,Todo excelente lo recomiendo,5.0,Apple Airpods-Latest Model
Great product,Like everything,5.0,Apple Airpods-Latest Model
Air Pods,My daughter loves these!,5.0,Apple Airpods-Latest Model
Love them!,Everything about them are great except they don't stay deep in your ear which allows outside sound to come in and not hear the music as well.,5.0,Apple Airpods-Latest Model
Great sound! Love the features!,"Love my Apple products regardless of what the Apple naysayers have to say! I love the sound quality and the features! When I remove the left airbud to answer the phone, it pauses the sound or video I am listening too! Nice also that I don't have to remove BOTH to avoid having sound in my right bud while taking a phone call at work! They stay charged forever! Same with the case!",5.0,Apple Airpods-Latest Model
We always Apple,Love the wireless option.,5.0,Apple Airpods-Latest Model
Amazing,❤️,5.0,Apple Airpods-Latest Model
Muy bueno,Son muy cómodos,4.0,Apple Airpods-Latest Model
As expected for a present for me Bosse!,"Worked as expected. Only bought because of the brand attraction to my grandson. Not for me, I bought Bose ear phones",5.0,Apple Airpods-Latest Model
"Don’t be nervous about their size, they are perfect.","Best decision ever to buy these.  Use them everyday and love them.  Amazingly they don’t feel like they are going to fall out, which was a concern.",5.0,Apple Airpods-Latest Model
AMAZING!!!,I love it!!! Had to look up how to use them but I’m just slow sometimes!!! Opened it up and it automatically connected!!!,5.0,Apple Airpods-Latest Model
Que llegan a tu casa en tan solo 3 días,Lo q me agrado fue las condiciones y su buen sonido,5.0,Apple Airpods-Latest Model
Love em,Love my AirPods! Definitely worth the buy. I used them at work all the time and so much simpler to maintain than the standard headphones.,5.0,Apple Airpods-Latest Model
The left earphone often fails,"The left earphone is very hard to use, often no sound.  I am very disappointed",3.0,Apple Airpods-Latest Model
Apple airpods,Glad I got these,5.0,Apple Airpods-Latest Model
Gift,These were a gift for our grandson and he was very pleased.,5.0,Apple Airpods-Latest Model
Apple Airpods2 wireless case,A bit expensive for just the charging case and it does not come with the ac cable.,5.0,Apple Airpods-Latest Model
Nice,Nice,5.0,Apple Airpods-Latest Model
Reason everyone is wearing these,"Supper convenient if you have iPhone or iwatch, took some time for ears to get used to",5.0,Apple Airpods-Latest Model
Fine,👍👍👍,5.0,Apple Airpods-Latest Model
Price,Apple AirPods with Charging Case (Latest Model),5.0,Apple Airpods-Latest Model
Nice!!!!!,AAA+,5.0,Apple Airpods-Latest Model
These are awesome!,Bought as a requested gift! Best price here! Unbelievably amazing sound quality!,5.0,Apple Airpods-Latest Model
Definitely More Thump,I have version 1 and 2. This one definitely has more base and for me is worth it for that alone not to mention you can tell Siri to turn up the volume or change tracks all in one command without waiting for her to answer. Siri even works speaking softly while you are listening st full volume.  I found the wired EarPods are a little louder and have more base than the 1st version AirPods but the second version AirPods beats them both. It may have something to do with the base port being larger.  They sound great.,5.0,Apple Airpods-Latest Model
Buy now you won’t regret it,amazing sound quality and very cool features get these if you want good quality apple product,5.0,Apple Airpods-Latest Model
Surprised,Great product at a great price.,5.0,Apple Airpods-Latest Model
Worth the $,"why did I wait so long to buy airpods?! worth every dollar! sound quality is better than wired headphones, stay put in ear; actually better than the wired headphones.",5.0,Apple Airpods-Latest Model
Very convenient airpods,"Great sound quality for in ears. The charging box is very convenient, whenever we grab the airpods they're always charged for approximately three hours playback. The perfect integration with the iPhone is excellent with start and stop feature when removing from ears.",5.0,Apple Airpods-Latest Model
Decent,Nice headphones for my wife. Sometimes connectivity issues. Battery life not bad but apparently degrades a lot over time. Seem pretty good overall but room for improvement.,4.0,Apple Airpods-Latest Model
Excelent,Real glad i bought this,5.0,Apple Airpods-Latest Model
Apple earpods are truly one of the best,"Bought these for my wife's birthday and, she didn't want them.... Ugh...  I was patient and a couple of weeks after her b-day she installed them and tried them out..... She loves her Apple pods!",5.0,Apple Airpods-Latest Model
Works well,"Liked it a lot.. It does fall off easily so I would be careful when using outside. Anyway, kids who claimed they don't want it took it over the next day.",5.0,Apple Airpods-Latest Model
Durable,My AirPods went through a full wash in my work pocket in the charging and survived with no defects.,5.0,Apple Airpods-Latest Model
Spend the money,"Sound is ok, they are easily the best to talk on... the connect easy.  Battery could be better but they recharge fairly quickly in the case.  All in all, much better than the cheaper copies.  Spend the money and  get the AirPods.",4.0,Apple Airpods-Latest Model
Very amazing product!,"Very great product. I have been using it only for one day but dang the quality is amazing, but these are not too different from the gen1 AirPods. If you have the money I recommend getting these l, you will not regret!",5.0,Apple Airpods-Latest Model
Great,Great ! Turned up perfectly and I get 4 days earlier,5.0,Apple Airpods-Latest Model
Wouldn’t pair well,Didn’t paid well: worked good and than stopped charging. Couldn’t figure it out so I returned it but the bullet and purchase the real original product from apple,1.0,Apple Airpods-Latest Model
Amazing product!,Amazing sound and great battery life!,5.0,Apple Airpods-Latest Model
Works great,Gave for gift. Daughter loves them.,5.0,Apple Airpods-Latest Model
Good Buy!,They fit comfortably in my ear and I often forget I have them in.,5.0,Apple Airpods-Latest Model
simple to use it,they good,5.0,Apple Airpods-Latest Model
Rare discount for a hot iPhone accessory,"I was able to jump on the last discount offer from Amazon, even though I don't think these are the best true wireless bluetooth headphones out there. You buy these because of their utter compatibility and ease of use with the Apple family of products.",5.0,Apple Airpods-Latest Model
