web-scraper-order,web-scraper-start-url,title,body,rating,next,next-href
"1573063050-17741","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","A Quality Earphone Set For Exercise","I remain impressed with the high quality build and sound quality of these earphones.  My main form of exercise is to complete a daily 10K walk  before seizing the day.  Even after two hours of effort, the earbuds remain comfortable in the ear.  The price point was attractive  and I can enthusiastically recommend this product.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_117?ie=UTF8&pageNumber=117&reviewerType=all_reviews"
"1573062824-16898","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Hit the purchase now button!","These buds sound fantastic people. I use Sony Bass (corded) which sound great and these beat them in sound and bass.  Range is better than any wireless buds I've had so far. I hate the ear wing thingys so I tossed them, but they give 3 different sizes in both rubber and foam tips. So no problem with fit. Just fantastic buds.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_32?ie=UTF8&pageNumber=32&reviewerType=all_reviews"
"1573062914-17256","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good all around earbuds","Second pair of treblab buds. At this price point, you won't find better.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&pageNumber=68&reviewerType=all_reviews"
"1573062809-16833","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I had to rebuy this product","I like these headphones but I don't love them. But for the price they are great. I had to rebuy because the ear piece started to wear and I couldn't hear out of it anymore. I only had them for a year. I hope this pair last longer.","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews"
"1573063029-17663","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Well worth the cost","These are well worth what they cost. They sound good and are plenty loud for my needs. I use them while I'm working out and I haven't had them come loose very easily. My workouts typically lasts between 75 and 90 minutes and I only need to charge them after every three workouts. My only complaint is that the wire running between earbuds is far too long, but I was able to fix this by folding the cord and securing it with a couple pieces of electrical tape.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&pageNumber=109&reviewerType=all_reviews"
"1573063048-17740","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Light with good sound","Not great sound and not great run time. Mine only last around 3 hours of listening. My previous brand lasted 6.....I think I'll go back.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_116?ie=UTF8&pageNumber=116&reviewerType=all_reviews"
"1573063113-17954","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Could have been, but wasn't quite right.","Purchased these for ~$20 on a special coupon I saw on Facebook.  I was looking for a set of bluetooth buds to use at work with my computer, instead of using my workout set, and felt these would fit the bill.  Upon receipt, the buds themselves look pretty decently built, except for one of the earpieces that looked a bit deformed.  I plugged them in to USB to charge, and it took over 4 hours for these to go from red to blue.  Tried using them for music, and found that the sound was very treble heavy with very little bass/low end.  I tried using other earpieces to get a better ear fit, but that didn't change the sound quality.  I then linked them to my VoIP application for use as a headset making calls, and the microphone quality made me nearly inaudible on the other end, unless I was yelling (not quite good etiquette for use in an office.)
I was looking forward to having a pair of headphones dedicated to office use so I wouldn't have to drain my gym set, and need to charge them before working out, but I'll have to suck it up and buy a second set of my originals.  Also, a side note, they were a bit dusty for brand new earbuds.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&pageNumber=138&reviewerType=all_reviews"
"1573062856-17017","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great earbuds!","The noise cancellation is very good. I can hear the person I am talking to very clearly and vice versa","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&pageNumber=44&reviewerType=all_reviews"
"1573062796-16794","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Terrible longevity","Very disappointed In these earbuds. They just stopped working for no apparent reason. First the left ear went out then the until won’t turn on. It won’t last don’t buy it. I threw them in the garbage today and bought Tozo T10.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews"
"1573062821-16884","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","These are the real deal! BASS!","I never write reviews, but these things are fantastic. Took me a little bit to get them to fit in my ears properly, but after I did, wow the BASS! Incredible headphones. If you’re on the hunt for a great pair of Bluetooth earbuds at a reasonable price, these are it. Stop looking lol","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_31?ie=UTF8&pageNumber=31&reviewerType=all_reviews"
"1573062780-16732","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Returned them...not impressed","Build quality seemed above average. Sound quality wasn't bad but wasn't impressive either. Came with a good amount accessories and a nice carrying case. I ended up returning them because they wouldn't stay in my ears and were not comfortable. The Bluetooth connection was spotty and came in and out. I guess these just weren't a good fit for my ears.","3.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573062954-17398","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Super love it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&pageNumber=82&reviewerType=all_reviews"
"1573062841-16955","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Gift","Gift","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews"
"1573062882-17124","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Must be some better options","Weak battery life.  Not a great fit either.  Decent sound quality though.","2.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&pageNumber=55&reviewerType=all_reviews"
"1573062930-17318","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Amazing","Very useful","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_74?ie=UTF8&pageNumber=74&reviewerType=all_reviews"
"1573063113-17955","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","My go-to earbuds","This was my 2nd pair of Treblab earbuds, and I would absolutely purchase Treblab audio gear again. They fit comfortably in my ears, and the sound quality was incredible for their size. I couldn't believe the bass levels that came out of them! They paired well with my iPhone, Android (Samsung Galaxy and Google Pixel), and my Windows laptop. When I did have questions about charging and pairing, Treblab support was very responsive and helpful. This is my go-to brand for earbuds, whether I'm in the gym or in the office. The only thing that seems to have a little room for improvement is the audio levels that the mic is able to pic up when I use these to place phone calls.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_138?ie=UTF8&pageNumber=138&reviewerType=all_reviews"
"1573062780-16734","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sounded great","Had a set of J1’s for over a year that i used for gym and phone use. Battery life was great. Never had them go dead, would just plug them up for 10 minutes or so from time to time. Lost them while working in the woods (had them around my neck but not attatched) so i just ordered another set","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews"
"1573062899-17191","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","great product, worth the cost","great battery life, quick shipment, very good sound
took me some time to figure out which ear-tips match me the best","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1573062995-17544","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Four Stars","Sound good for the price bass not that good. Ut sound quality good for talking","4.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_97?ie=UTF8&pageNumber=97&reviewerType=all_reviews"
"1573062944-17368","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Defective Unit! (high chance of getting a defective unit)","I purchased this model just a couple of days ago. The left earbud was significantly louder than the right earbud. A couple of friends who ordered this also had the same issue. These might be good earbuds, but there is a high probability that you will receive a defective unit. Now I have to go through the hassle of returning these for no reason. I experted better than treblab considering they are a rising brand. But nope, I am ultimately disappointed. I just recommend spending extra 20bucks and going for a more reliable brand.","1.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&pageNumber=79&reviewerType=all_reviews"
"1573062789-16768","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great pair of earbuds","Was stuck for the longest time between two pairs of earbuds that were both well-known brands at $100+. Having had a pair of Beats earbuds break on me twice, I wasn't too fond of using them again. I came across these and I'm glad I did.

The sound quality far exceeds that of much more expensive earbuds. The headphones themselves come with several buds so that it should fit your ear. These also hold a charge really well. I'd say I get about 7-8 hours of use before I have to recharge them. My only gripe about these would be the low battery warning. You only have about 15 minutes from the warning to when they die.","5.0 out of 5 stars","Next page→","https://www.amazon.com/TREBLAB-Waterproof-Microphone-Cancelling-Headphones/product-reviews/B06ZXR7646/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&pageNumber=19&reviewerType=all_reviews"
