web-scraper-order,web-scraper-start-url,title,content,rating,next,next-href
"1573056400-11987","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Does what it says on the tin.","Purchased this for a new 2017 iPad 9.7 128gb LTE.  I needed this as I'm a bit of a klutz and didn't want the hell scratched out of my new iPad's screen.  Installation was a bit nerve-wracking, as I wanted to get it right the first time, but if you follow the included simple instructions, it'll work out.

Here's a few thoughts:

- DO NOT be in a hurry when you sit down to install this thing.
- Clear a 20 minute window of time in a room away from pets/kids/fans/moving air
- Read the instructions and TAKE YOUR TIME!
- Start work on the alignment.  There's no penalty for taking your time.
- Take extra time to gently press the stickers down, as they'll come loose otherwise
- Check your alignment again.  Get an idea of what it looks like along the left corners when aligned properly.
- De-dust RIGHT before you pull the adhesive cover
- Once the glass makes contact and begins adhering, SLOWLY let it settle on its own.  It'll adhere without bubbles if you don't rush it.

If you followed the included simple instructions, it should work out just fine.  I had no air bubbles and it looks great!

I'll update if durability becomes an issue.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&pageNumber=41&reviewerType=all_reviews"
"1573057554-16370","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bien","Hasta ahora","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_480?ie=UTF8&pageNumber=480&reviewerType=all_reviews"
"1573057608-16571","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Wonderful!!!","Very fast delivery!  Great product!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_500?ie=UTF8&pageNumber=500&reviewerType=all_reviews"
"1573056881-13829","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Prepare for bubbles","The written instructions were easy enough and even came with a video tutorial on YouTube. I followed the instructions exactly, however I still ended up with 3 large bubbles on my screen. I've tried used credit cards to get the bubbles out of the way but after 15 minutes I'm giving up. This was a waste of money.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_225?ie=UTF8&pageNumber=225&reviewerType=all_reviews"
"1573056449-12170","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","but it’s perfectly clear and even wipes clean just like the actual oleophobic screen","Fit the new 2018 iPad perfectly. It is a little thick, so you can feel and see it while using the home button, but it’s perfectly clear and even wipes clean just like the actual oleophobic screen. Came with cleaning pads and sticky tabs to use as “hinges” while installing. The online install video they suggest in the instructions is helpful.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_60?ie=UTF8&pageNumber=60&reviewerType=all_reviews"
"1573057154-14877","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Very nice!","Very easy to install. Looks great and clean looking. I would definitely buy from again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_330?ie=UTF8&pageNumber=330&reviewerType=all_reviews"
"1573056416-12046","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Waste of $ - cracked almost immediately from light use","I would give this half a star if possible.  It developed a crack in less than a week after sliding of the couch onto the carpet, something that no way should have cracked it. Since then the crack has contributed to spread. This definitely doesn't live up to their claims or my experiences with many other glass screen protectors. Waste of money!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&pageNumber=47&reviewerType=all_reviews"
"1573056791-13490","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Dont waste your money please","Cheap piece of plastic with not enough glue on the corners  . Don't waste your money pmease.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&pageNumber=192&reviewerType=all_reviews"
"1573057407-15852","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy and good","Easy to install, doesn’t seem to hold smudges and has help up through grad school. I’d buy it again.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_428?ie=UTF8&pageNumber=428&reviewerType=all_reviews"
"1573057299-15438","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great product","Awesome clear glass  it looks wonderful  Thank you so much for the fast delivery  I can touch my ipad and now I wont scratch it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_386?ie=UTF8&pageNumber=386&reviewerType=all_reviews"
"1573056999-14273","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works","I'm clumsy,  this works!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_270?ie=UTF8&pageNumber=270&reviewerType=all_reviews"
"1573056605-12796","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Buy whenever you get new device","I have bought this product several times, it’s good quality and value. Whenever someone in my family gets a new device, this is the first thing I buy to protect our tablets.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_122?ie=UTF8&pageNumber=122&reviewerType=all_reviews"
"1573057592-16515","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Five Stars","Fits perfectly. Very thick.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_494?ie=UTF8&pageNumber=494&reviewerType=all_reviews"
"1573057349-15627","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome","These are amazing!! You can’t even tell there is a screen protector is even on the damn iPad ! Lol awesome","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_405?ie=UTF8&pageNumber=405&reviewerType=all_reviews"
"1573056454-12193","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Lasted less than 2 months","I was really excited to receive this product since the price was comparable to others and it was recommended by Amazon.  The instructions for installing the screen were great, it came with all of the necessary products for assembly, and it was the easiest experience I've had installing a screen yet.  Unfortunately, it cracked into multiple pieces while my 8 year old daughter was using it on the couch less than 2 months after buying it.  Since it has been over a month, I can't use Amazon's return policy to replace it, and now I have to buy another screen - hopefully that one will last longer.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&pageNumber=62&reviewerType=all_reviews"
"1573057576-16455","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","compatible with Apple pencil, perfectly fit to the screen","I got it yesterday. Very helpful installation instruction, perfectly fit my iPad-you can't even tell that there is a protector. It's only a day, but quality seems great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_488?ie=UTF8&pageNumber=488&reviewerType=all_reviews"
"1573056340-11754","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","The BEST screen protector I have ever applied!","I opened this up at the same time as I opened up my new ipad 6. After removing the packaging from the iPad, there were enough particles to warrant a cleaning before applying the screen protector. I followed the instructions carefully, and most importantly, WATCHED THE INSTRUCTIONAL VIDEO. I had the new screen protector on my iPad in under 10 minutes. I was very caution as I placed the protector down onto the glass, but it melded seamlessly to the iPad screen, not one single bubble of air or particle of dust!! You can't even tell its there!
I have had many phones and electronics over the past 15 or so years and applying a screen protector is something I dreaded doing because they never came put just right. This was super easy and came out perfect the first time!
Take your time, watch the video, and follow the directions carefully and I am sure your installation will be as seamless as mine! Thanks!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&pageNumber=18&reviewerType=all_reviews"
"1573056618-12841","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Never try to use if there are any cracks  in it","I liked the way the glass kept the glare away. But when I went to install the protective cover I noticed a small crack on the bottom. I didn’t think it would be in the way so I began to put it on and the whole glass shattered so I was not able to use it. I will need to return it.","2.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&pageNumber=127&reviewerType=all_reviews"
"1573056891-13869","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Worked Great","and still protecting my ipad from any damage.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_229?ie=UTF8&pageNumber=229&reviewerType=all_reviews"
"1573056345-11772","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Sparin screen protector for ipad (2018-2017)","The first screen protector I received did not work out good at all.  I left a review that I wasn't pleased with it.  The company, Sparin, sent me an email apologizing for the problems I had, and they sent me a new screen protector.  It worked out okay except for one tiny scar at the bottom of the screen but I can truly live with that.. Thank you, Sparin, for being concerned and for acting on your own to satisfy a customer. Very much appreciated.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Screen-Protector-SPARIN-Tempered-Glass/product-reviews/B013JZCAZK/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&pageNumber=20&reviewerType=all_reviews"
