web-scraper-order,web-scraper-start-url,ReviewTitle,ReviewBody,ReviewStar,next,next-href
"1573042811-1431","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product, but came 4 days late for me","Liked everything about it. Only thing that sucks is that to use the new abilities, you have to have the most recent update on your phone. And the package was 4 days late as well.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&pageNumber=143&reviewerType=all_reviews"
"1573043178-3083","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Quality","They were just as expected. My daughter loves them.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_308?ie=UTF8&pageNumber=308&reviewerType=all_reviews"
"1573043138-2897","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Another great one from apple","Staying true to the Apple tradition, very easy to use. fast and reliable connection are the best part, I can quickly switch between my iPhone, laptop and Tablet.  haven't used with non-apple devices yet, so can't say anything about that. The tap gestures do not work very reliable for me.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_290?ie=UTF8&pageNumber=290&reviewerType=all_reviews"
"1573042603-500","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Apple AirPods are worth the money","I thought I would save money and purchased a couple of less expensive but highly rated wireless earbuds. I tried them for a number of days paired with my iPhone and discovered I was wrong. The inferior earbuds sounded tinny, with virtually no base. They fell out of my ears during workouts. The battery life was short. I reverted to Apple AirPods which I am now convinced is worth the money.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_50?ie=UTF8&pageNumber=50&reviewerType=all_reviews"
"1573043171-3047","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bright and nice","I am really liking this case. The bright color makes it easy to find.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_305?ie=UTF8&pageNumber=305&reviewerType=all_reviews"
"1573042820-1474","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Good product","Good product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_147?ie=UTF8&pageNumber=147&reviewerType=all_reviews"
"1573043042-2473","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great quality","All around great quality","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_247?ie=UTF8&pageNumber=247&reviewerType=all_reviews"
"1573042558-297","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Love them!","Love these things! I’ll accidentally keep them in my ears without realizing bc they are so comfortable. Thought I was buying the second gen though - this is the first. But no complaints with the product at all! Refuse to talk on the phone unless these are in!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews"
"1573042920-1918","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","As expected","Amazing sound, high quality, as described 👍🏻👍🏻👍🏻","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&pageNumber=192&reviewerType=all_reviews"
"1573042715-1002","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Awesome","My son loves them.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_100?ie=UTF8&pageNumber=100&reviewerType=all_reviews"
"1573042681-850","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great quality!","Our kid loves these","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_85?ie=UTF8&pageNumber=85&reviewerType=all_reviews"
"1573042711-977","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","No hassle","I love them. They just work.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573042822-1479","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Fun pair to last a long time","I like these pairs of earphones great that there sound quality is crisp even on my adroid also great for work can have one airpod and it still sounds great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&pageNumber=148&reviewerType=all_reviews"
"1573042840-1555","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Great purchase","My husband was so excited to receive these. He wears them all of the time for music and phone calls.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&pageNumber=156&reviewerType=all_reviews"
"1573042955-2077","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Junk","The absolute worst amazon purchase ever! Never buy these. I was sent junk","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_208?ie=UTF8&pageNumber=208&reviewerType=all_reviews"
"1573042632-632","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","I like it","2 nd gen, it even cheaper than 1st gen, with my AE 30 dollars off offer, made my workout way more easier","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_63?ie=UTF8&pageNumber=63&reviewerType=all_reviews"
"1573042685-873","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","they stay in your ears nicely","Great Product and Fast shipping","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_87?ie=UTF8&pageNumber=87&reviewerType=all_reviews"
"1573043125-2842","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Work perfectly well","I really wanted them as everyone is talking about them, but as a person with smaller ears, they keep falling so I don’t use them as much as I would love (expected as always). For the same reason, since I don’t use them as much. I don’t feel like the battery is the best, but I don’t have much of a comparison with any others as these are the first that I have ever had.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_284?ie=UTF8&pageNumber=284&reviewerType=all_reviews"
"1573042542-230","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Easy easy to use. Great sound quality. Great calling experience.","Bought the cheaper off-brand knockoffs first. Spent $30. Ish. I couldn’t read the directions as the print was minuscule and in light-gray typeface. They weren’t on google so never knew how to work them sent them back-decided to suck it up and throw down the cash for these (plus they were discounted $15) and am glad I did. Synced w my iPhone 6S like a breeze. Easy to use. Tips all over the internet. No complaints from callers. I just irk Downtown where it’s loud and noisy on the street. Not a prob. I just ask Siri to turn up the volume and she does. Don’t hurt my ears. Sound quality is great.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews"
"1573043071-2598","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","good","good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_260?ie=UTF8&pageNumber=260&reviewerType=all_reviews"
"1573042964-2124","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Connection","Not worth it if they both don’t connect","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_212?ie=UTF8&pageNumber=212&reviewerType=all_reviews"
"1573042711-978","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Arrived in time","Great product","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_98?ie=UTF8&pageNumber=98&reviewerType=all_reviews"
"1573043125-2844","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Impressive","Got to admit. I wasn’t a fan of the design for a long time. I have countless pairs of by earbuds around my house. Each one has a quality I like but they are just not complete. I finally broke down and bought these and have never looked back. Sounds great, calls are very clear. Very comfortable I wear ( sometimes  I forget I have them in). Very happy with these!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_284?ie=UTF8&pageNumber=284&reviewerType=all_reviews"
"1573042704-954","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Best  ear phones.","Best thing i’ve Bought in a long time. No more fussing with cords that get yanked on too easily. Sound is great, love the double tap feature to stop sound. Fit also perfect. They don’t fall out of ears.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_95?ie=UTF8&pageNumber=95&reviewerType=all_reviews"
"1573042835-1542","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","This product is ok not worth every penny though","The case does not last. These AirPods sound amazing. No noise cancellation which is good for me because I'm usually out for a run and need to listen for cars.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_154?ie=UTF8&pageNumber=154&reviewerType=all_reviews"
"1573043162-3012","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","2 of 2 orders had issues","I usually like apple products for the packaging but as opened it had a big hair in it 😭 Also the second one was faulty and had to get a replacement at apple","1.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_301?ie=UTF8&pageNumber=301&reviewerType=all_reviews"
"1573042742-1119","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Careful. Not the latest model","These are not the latest model","2.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_112?ie=UTF8&pageNumber=112&reviewerType=all_reviews"
"1573042844-1580","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Apple quality is the best we tried others we now own the best","Very happy have tried other manufacturers but apple really is the best. Don’t be cheap buy apple and buy new","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_158?ie=UTF8&pageNumber=158&reviewerType=all_reviews"
"1573043060-2551","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Bought for my daughter. She left bed them","Good purchase","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_255?ie=UTF8&pageNumber=255&reviewerType=all_reviews"
"1573043038-2454","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Could have came sooner","Two thumbs up","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_245?ie=UTF8&pageNumber=245&reviewerType=all_reviews"
"1573042804-1399","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","Works as advertised and protects Airpods","AirPods stay in place in reasonably good quality sound","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_140?ie=UTF8&pageNumber=140&reviewerType=all_reviews"
"1573042654-729","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews","They are great!","Ok great they work perfectly I’m very happy and satisfied","5.0 out of 5 stars","Next page→","https://www.amazon.com/Apple-AirPods-Charging-Latest-Model/product-reviews/B07PXGQC1Q/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&pageNumber=73&reviewerType=all_reviews"
